Wall time,Step,Value
1574803361.7335045,10001,-245.01010131835938
1574803384.9078279,20001,-198.77035522460938
1574803417.5529265,30001,-176.22976684570312
1574803463.467647,40001,-163.41915893554688
1574803495.1422434,50001,-136.06072998046875
1574803528.740593,60001,-124.60570526123047
1574803559.4729078,70001,-107.18045043945312
1574803592.6015048,80001,-86.46359252929688
1574803624.1573176,90001,-69.79301452636719
1574803670.4970803,100001,-55.488502502441406
1574803700.3940341,110001,-35.27689743041992
1574803732.2374427,120001,-14.018733978271484
1574803763.7876732,130001,-2.5295376777648926
1574803796.5869772,140001,13.866950988769531
1574803826.152352,150001,37.383522033691406
1574803855.135922,160001,54.57572555541992
1574803890.872157,170001,67.9347915649414
1574803921.0274596,180001,76.5056381225586
1574803950.6301854,190001,85.68587493896484
1574803978.287159,200001,87.79582214355469
1574804007.3264375,210001,76.44035339355469
1574804038.3249428,220001,77.90908813476562
1574804072.4771755,230001,74.37246704101562
1574804100.5890958,240001,75.029541015625
1574804130.7655828,250001,70.68414306640625
1574804164.3753912,260001,62.89476013183594
1574804192.5705047,270001,44.37074279785156
1574804221.6291294,280001,54.3593635559082
1574804246.3639293,290001,72.3604965209961
1574804277.4994123,300001,107.00495147705078
1574804309.6021857,310001,99.95002746582031
1574804335.0014298,320001,102.5836181640625
1574804362.670059,330001,86.05783081054688
1574804388.7575858,340001,91.43846893310547
1574804415.724877,350001,111.02920532226562
1574804439.3671021,360001,133.85977172851562
1574804463.1343172,370001,146.1633758544922
1574804484.3317268,380001,149.90843200683594
1574804507.5379205,390001,179.18247985839844
1574804528.6637964,400001,176.41517639160156
1574804549.68961,410001,185.2675018310547
1574804571.4258354,420001,192.10580444335938
1574804592.0597901,430001,181.75225830078125
1574804610.0243793,440001,181.3363800048828
1574804627.6079874,450001,173.25286865234375
1574804646.4639313,460001,152.3931427001953
1574804663.1766272,470001,153.26744079589844
1574804677.879579,480001,142.85670471191406
1574804692.4784734,490001,133.840576171875
