Wall time,Step,Value
1574768258.5829775,2740001,14.789999961853027
1574768306.2870154,2750001,14.670000076293945
1574768353.902495,2760001,14.649999618530273
1574768401.8087785,2770001,14.6899995803833
1574768449.7523072,2780001,14.779999732971191
1574768497.333761,2790001,14.760000228881836
1574768545.251568,2800001,14.920000076293945
1574768593.6018167,2810001,15.0600004196167
1574768641.757937,2820001,15.119999885559082
1574768689.6505454,2830001,15.15999984741211
1574768737.626362,2840001,15.460000038146973
1574768785.387448,2850001,15.430000305175781
1574768833.5645838,2860001,15.4399995803833
1574768881.7830062,2870001,15.40999984741211
1574768929.7224205,2880001,15.5
1574768977.2401989,2890001,15.479999542236328
1574769025.0442164,2900001,15.520000457763672
1574769072.8440335,2910001,15.649999618530273
1574769120.6878915,2920001,15.640000343322754
1574769168.729286,2930001,15.84000015258789
1574769216.4340281,2940001,15.8100004196167
1574769264.1877623,2950001,15.880000114440918
1574769311.8857515,2960001,15.970000267028809
1574769359.8026063,2970001,16.100000381469727
1574769407.540323,2980001,16.1299991607666
1574769455.6597304,2990001,16.1299991607666
