Wall time,Step,Value
1574811992.9388382,1100001,-12.930000305175781
1574812032.0473099,1110001,-12.680000305175781
1574812071.4122171,1120001,-12.420000076293945
1574812110.454489,1130001,-12.270000457763672
1574812149.948577,1140001,-12.170000076293945
1574812188.2468064,1150001,-12.149999618530273
1574812227.0951893,1160001,-11.970000267028809
1574812266.0452833,1170001,-12.140000343322754
1574812304.958873,1180001,-11.9399995803833
1574812343.7411888,1190001,-11.920000076293945
1574812382.645354,1200001,-11.770000457763672
1574812421.4528372,1210001,-11.550000190734863
1574812460.2374961,1220001,-11.279999732971191
1574812498.8924284,1230001,-11.399999618530273
1574812537.7679176,1240001,-11.390000343322754
1574812576.5613487,1250001,-11.390000343322754
1574812615.6506286,1260001,-11.369999885559082
1574812654.142493,1270001,-11.260000228881836
1574812693.111132,1280001,-10.920000076293945
1574812733.0416915,1290001,-10.949999809265137
1574812772.777309,1300001,-10.979999542236328
1574812812.1712945,1310001,-10.90999984741211
1574812851.5228777,1320001,-10.800000190734863
1574812891.2230978,1330001,-10.649999618530273
1574812930.7579484,1340001,-10.5600004196167
1574812970.1673589,1350001,-10.680000305175781
1574813009.0978427,1360001,-10.949999809265137
1574813048.494539,1370001,-11.1899995803833
1574813087.0805511,1380001,-11.319999694824219
1574813126.8028069,1390001,-11.390000343322754
1574813166.5658832,1400001,-11.109999656677246
1574813206.0228128,1410001,-11.15999984741211
1574813245.6498168,1420001,-11.0600004196167
1574813285.3246362,1430001,-10.5600004196167
1574813325.22746,1440001,-10.75
1574813364.735392,1450001,-10.640000343322754
1574813404.244402,1460001,-10.579999923706055
1574813444.028002,1470001,-10.529999732971191
1574813483.3143706,1480001,-10.579999923706055
1574813522.565004,1490001,-10.529999732971191
1574813565.951509,1500001,-10.319999694824219
1574813605.3347812,1510001,-9.930000305175781
1574813644.8200839,1520001,-9.819999694824219
1574813684.1540265,1530001,-9.520000457763672
1574813723.7985094,1540001,-9.319999694824219
1574813763.1366572,1550001,-9.359999656677246
1574813802.6482017,1560001,-9.390000343322754
1574813841.9514146,1570001,-9.3100004196167
1574813881.458095,1580001,-9.0
1574813920.9029777,1590001,-8.829999923706055
1574813960.7152,1600001,-8.789999961853027
1574814000.184563,1610001,-8.75
1574814039.56262,1620001,-8.670000076293945
1574814078.6852212,1630001,-8.380000114440918
1574814117.9107203,1640001,-7.989999771118164
1574814157.4925249,1650001,-7.829999923706055
1574814196.595639,1660001,-7.400000095367432
1574814235.8581357,1670001,-7.079999923706055
1574814275.2594757,1680001,-6.900000095367432
1574814314.7507057,1690001,-6.699999809265137
1574814354.3317864,1700001,-6.400000095367432
1574814393.8751557,1710001,-6.320000171661377
1574814433.4217236,1720001,-6.210000038146973
1574814472.3001785,1730001,-5.949999809265137
1574814511.6907694,1740001,-5.789999961853027
1574814551.3192735,1750001,-5.679999828338623
1574814590.513768,1760001,-5.409999847412109
1574814630.2097452,1770001,-5.369999885559082
1574814669.8150616,1780001,-5.28000020980835
1574814708.8468864,1790001,-5.090000152587891
1574814748.2823617,1800001,-4.659999847412109
1574814787.608324,1810001,-4.590000152587891
1574814826.9683087,1820001,-4.440000057220459
1574814866.3139124,1830001,-4.380000114440918
1574814905.805214,1840001,-4.199999809265137
1574814945.543446,1850001,-4.059999942779541
1574814984.8186018,1860001,-3.8499999046325684
1574815024.1412888,1870001,-3.6600000858306885
1574815063.7852714,1880001,-3.4700000286102295
1574815102.706916,1890001,-3.2799999713897705
1574815142.4026382,1900001,-2.9100000858306885
1574815181.9750142,1910001,-2.4700000286102295
1574815221.8177311,1920001,-2.299999952316284
1574815261.0985143,1930001,-2.069999933242798
1574815300.6584117,1940001,-1.7699999809265137
1574815340.1609066,1950001,-1.350000023841858
1574815380.014319,1960001,-1.090000033378601
1574815419.558344,1970001,-0.7799999713897705
1574815459.192894,1980001,-0.6100000143051147
1574815498.7470572,1990001,-0.5699999928474426
1574815538.3915114,2000001,-0.12999999523162842
1574815577.93476,2010001,0.17000000178813934
1574815617.3878307,2020001,0.23999999463558197
1574815656.7628598,2030001,0.6000000238418579
1574815696.2722263,2040001,0.75
1574815735.9411683,2050001,1.0399999618530273
1574815775.1232479,2060001,1.4500000476837158
1574815814.2596562,2070001,1.75
1574815853.6890202,2080001,2.069999933242798
1574815893.0854247,2090001,2.0999999046325684
1574815932.444341,2100001,2.5899999141693115
1574815971.9121344,2110001,3.130000114440918
1574816011.4023929,2120001,3.450000047683716
1574816050.7174232,2130001,3.930000066757202
1574816090.2278242,2140001,4.210000038146973
1574816129.510495,2150001,4.53000020980835
1574816169.238497,2160001,5.079999923706055
1574816208.6946828,2170001,5.46999979019165
1574816248.006321,2180001,5.739999771118164
1574816287.6419303,2190001,6.130000114440918
1574816327.34684,2200001,6.320000171661377
1574816366.8711524,2210001,6.789999961853027
1574816406.4298913,2220001,7.25
1574816445.8560765,2230001,7.579999923706055
1574816485.442476,2240001,8.0
1574816524.620277,2250001,8.3100004196167
1574816563.9292572,2260001,8.40999984741211
1574816603.7109785,2270001,8.710000038146973
1574816643.3800192,2280001,9.149999618530273
1574816682.811747,2290001,9.399999618530273
1574816722.4484327,2300001,9.5600004196167
1574816761.9489925,2310001,9.8100004196167
