Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
22.26687479019165	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	30049
43.607096910476685	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	60098
64.13585495948792	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	90147
84.5788209438324	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	120196
106.92051982879639	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	150245
128.05037713050842	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	180294
150.40542197227478	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	210343
172.432678937912	7	0.06030151	0.8485174	12.0	0.0	151.0	0.0	0.00039934774	0.019979695	0.00039934774	0.019979695	30049	240392
194.6803493499756	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	270441
216.93527102470398	9	0.16080402	2.2627134	32.0	0.0	151.0	0.0	0.0010649273	0.032615844	0.0010649273	0.032615844	30049	300490
237.9553050994873	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	330539
258.22504568099976	11	0.20100503	1.9974352	21.0	0.0	151.0	0.0	0.0013311591	0.03646076	0.0013311591	0.03646076	30049	360588
278.5236475467682	12	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	390637
299.9319944381714	13	0.09547739	1.3434862	19.0	0.0	151.0	0.0	0.00063230057	0.025137637	0.00063230057	0.025137637	30049	420686
321.62128353118896	14	0.06030151	0.84851736	12.0	0.0	151.0	0.0	0.00039934774	0.019979697	0.00039934774	0.019979697	30049	450735
343.3113498687744	15	0.09547739	1.0104626	13.0	0.0	151.0	0.0	0.00063230057	0.025137637	0.00063230057	0.025137637	30049	480784
364.974570274353	16	0.03517588	0.38012013	5.0	0.0	151.0	0.0	0.00023295285	0.015261015	0.00023295285	0.015261015	30049	510833
386.65441966056824	17	0.11557789	1.0182794	10.0	0.0	151.0	0.0	0.0007654165	0.02765557	0.0007654165	0.02765557	30049	540882
