Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
89.02440571784973	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.049527e-07	8.796723e-08	-0.69313717	0.0019740001	4.9048695e-06	2.6506088e-06	0.69313765	30049	30049
165.51970100402832	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.5532514e-06	2.1863368e-06	-0.6937297	0.013977174	0.00041510625	0.00018278806	0.6937711	30049	60098
237.66148376464844	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-7.202301e-08	6.2399187e-07	-0.6928785	0.0032585321	3.8131642e-05	6.657575e-06	0.69288224	30049	90147
318.1905839443207	3	0.07537688	1.0606467	15.0	0.0	151.0	0.0	0.00049918465	0.022336863	0.0004988104	0.022336861	-0.69320613	0.0026774283	0.00012791407	2.2003875e-05	0.6932189	30049	120196
401.3621687889099	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.4984391e-07	3.5317369e-06	-0.6908866	0.015004082	0.0008688838	0.00027771635	0.6909735	30049	150245
482.1847970485687	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.7703888e-08	6.087452e-08	-0.69314724	0.00013632732	4.193628e-07	2.7334478e-08	0.6931472	30049	180294
563.2190458774567	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.475517e-07	5.298033e-07	-0.6932756	0.0016843252	6.15442e-05	2.0628464e-05	0.69328177	30049	210343
643.0224866867065	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.256941e-07	1.3277851e-06	-0.6942553	0.014909982	0.0010468764	0.00041372524	0.69436	30049	240392
723.1176514625549	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.2220566e-07	1.9591832e-06	-0.6923232	0.009686682	0.0031660227	0.0011499064	0.6926398	30049	270441
802.7845141887665	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.391266e-07	3.66028e-07	-0.6934881	0.0040933867	0.00010517404	1.681901e-05	0.69349873	30049	300490
883.8724339008331	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.0958033e-07	8.7000603e-07	-0.69296646	0.0020280941	0.0001386663	2.3384862e-05	0.69298023	30049	330539
963.6110038757324	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.7929416e-07	2.0476314e-07	-0.69283175	0.0042576944	0.00048162785	0.00015456128	0.6928798	30049	360588
1043.130408525467	12	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.8262644e-08	5.259955e-07	-0.69348824	0.003855817	0.00039323015	0.00023458988	0.6935277	30049	390637
1123.713360786438	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.325175e-07	1.2972959e-07	-0.6931553	0.0023531516	6.38619e-07	2.2378104e-07	0.6931555	30049	420686
1205.2792391777039	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2400545e-06	1.2399119e-07	-0.6931658	0.0061227684	6.995147e-05	1.4996988e-05	0.6931729	30049	450735
1286.1306402683258	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.9674884e-08	1.5241171e-06	-0.6943363	0.011917267	0.001331062	0.00054687046	0.6944695	30049	480784
1367.0909457206726	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.838477e-09	2.2393091e-07	-0.6931473	0.00015337362	6.51127e-06	1.604731e-06	0.6931479	30049	510833
1446.8119485378265	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.0326051e-08	2.1654618e-07	-0.6931473	2.5506442e-05	1.3287407e-05	1.0018678e-05	0.6931485	30049	540882
1527.9526829719543	18	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.4245724e-07	2.91559e-10	-0.69314724	0.0005221665	8.009174e-07	8.505121e-08	0.6931474	30049	570931
1607.7681739330292	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.6221542e-07	5.6464535e-07	-0.6931484	0.0015901524	4.739291e-05	1.767434e-05	0.69315326	30049	600980
1687.9950606822968	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.7106362e-07	3.0318475e-07	-0.6930527	0.0041404353	1.8561153e-05	3.000099e-06	0.6930547	30049	631029
1768.9445943832397	21	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.2668504e-07	4.6309477e-08	-0.69315183	0.0030387933	1.5690643e-05	7.2706644e-06	0.6931534	30049	661078
1848.4540939331055	22	0.6381909	4.0967875	42.0	0.0	151.0	0.0	0.0042264303	0.064873464	0.00422645	0.064873464	-0.69314724	0.00039127466	-8.692041e-09	1.12199324e-07	0.69314724	30049	691127
1928.2691614627838	23	1.6180905	5.9499483	40.0	0.0	151.0	0.0	0.010715831	0.10296117	0.010716219	0.10296117	-0.6931494	0.002116859	3.5402109e-06	1.5114618e-06	0.6931498	30049	721176
2008.354751110077	24	4.1155777	10.348292	54.0	0.0	151.0	0.0	0.027255483	0.16282697	0.027256064	0.16282697	-0.69316113	0.0053108633	5.5829412e-05	3.489461e-05	0.69316685	30049	751225
2087.819820165634	25	3.0050251	9.196623	57.0	0.0	151.0	0.0	0.019900829	0.13965954	0.019901186	0.13965952	-0.6929508	0.0027139157	0.007594519	0.0024567137	0.69371027	30049	781274
2168.3192026615143	26	4.0201006	10.603858	53.0	0.0	151.0	0.0	0.026623182	0.16097946	0.026623135	0.16097946	-0.6931473	0.00017544396	3.0388667e-06	1.0380056e-06	0.6931475	30049	811323
2248.6333935260773	27	3.7939699	12.756427	72.0	0.0	151.0	0.0	0.025125628	0.15650666	0.02512564	0.15650664	-0.6931471	1.44840515e-05	-7.702253e-07	6.5107386e-08	0.6931471	30049	841372
2328.9314064979553	28	2.246231	8.475485	54.0	0.0	151.0	0.0	0.014875703	0.12105543	0.014874712	0.121055424	-0.69315916	0.0033571618	0.002565707	0.0011206137	0.69341564	30049	871421
2409.3037610054016	29	3.60804	12.1901655	83.0	0.0	151.0	0.0	0.023894306	0.1527199	0.023896398	0.15271991	-0.6943304	0.014074722	0.003639577	0.00253298	0.6946945	30049	901470
2489.903231859207	30	2.6130652	9.803395	61.0	0.0	151.0	0.0	0.017305069	0.13040553	0.017304508	0.13040555	-0.6931519	0.003043353	-3.5610583e-08	3.0752258e-07	0.69315183	30049	931519
2570.61856007576	31	3.5678391	12.19334	81.0	0.0	151.0	0.0	0.023628075	0.15188743	0.0236277	0.15188743	-0.6930672	0.0016617795	0.0011340559	0.0005616778	0.6931807	30049	961568
2651.3650896549225	32	3.9648242	12.213912	66.0	0.0	151.0	0.0	0.026257113	0.15989897	0.026257873	0.15989895	-0.69314504	0.0008910141	6.1173734e-05	2.3900613e-05	0.69315124	30049	991617
2732.2038912773132	33	6.150754	16.927494	71.0	0.0	151.0	0.0	0.040733468	0.1976721	0.040733676	0.1976721	-0.6928488	0.0033732578	0.0006150461	0.00016677652	0.6929103	30049	1021666
2812.0278985500336	34	4.482412	13.43843	70.0	0.0	151.0	0.0	0.029684847	0.1697164	0.02968463	0.1697164	-0.69314456	0.0006377315	3.696104e-05	3.1432137e-05	0.69314814	30049	1051715
2892.961234331131	35	6.396985	17.575914	81.0	0.0	151.0	0.0	0.04236414	0.20141852	0.04236399	0.20141852	-0.69314754	0.0009712279	2.1682727e-06	4.5688319e-07	0.6931478	30049	1081764
2974.291872739792	36	7.994975	18.725065	75.0	0.0	151.0	0.0	0.052946854	0.2239274	0.052946195	0.2239274	-0.69315195	0.0030376257	2.9951775e-06	1.3640843e-06	0.69315237	30049	1111813
3055.299819469452	37	8.592965	18.185535	85.0	0.0	151.0	0.0	0.05690705	0.23166493	0.05690703	0.23166493	-0.6931473	3.4272416e-05	7.702479e-06	1.9323131e-06	0.693148	30049	1141862
3135.7720234394073	38	10.889447	20.565321	73.0	0.0	151.0	0.0	0.07211555	0.25867915	0.07211569	0.25867915	-0.69314855	0.0017057955	8.484737e-05	5.2385843e-05	0.6931571	30049	1171911
3217.6690397262573	39	9.155779	19.53327	72.0	0.0	151.0	0.0	0.060634296	0.23865828	0.06063427	0.2386583	-0.69290674	0.003229653	0.00045868143	0.00032073894	0.69295275	30049	1201960
3299.5604026317596	40	13.562814	24.823698	83.0	0.0	151.0	0.0	0.08981996	0.28592366	0.08981986	0.28592366	-0.6931496	0.0022248616	0.0002497537	0.00013023196	0.6931747	30049	1232009
3379.610779285431	41	16.150753	24.398232	88.0	0.0	151.0	0.0	0.106958635	0.30906066	0.106958635	0.30906066	-0.6931473	7.060176e-05	-6.4285473e-07	4.8524237e-07	0.6931472	30049	1262058
3461.1525571346283	42	10.788945	21.577387	83.0	0.0	151.0	0.0	0.071449965	0.25757495	0.07144995	0.25757498	-0.6931472	7.382035e-05	-5.253916e-07	5.3084817e-09	0.6931472	30049	1292107
3542.2379002571106	43	14.221106	24.730331	82.0	0.0	151.0	0.0	0.0941795	0.2920783	0.09417974	0.2920783	-0.6931471	5.1319166e-05	9.70045e-06	3.6104036e-06	0.69314814	30049	1322156
